"Pair.Name","Ligand.ApprovedSymbol","Ligand.Name","Receptor.ApprovedSymbol","Receptor.Name","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","HPMR.Ligand","HPMR.Receptor","PMID.Manual","Pair.Source","Pair.Evidence"
"Sema3f_Plxna3","Sema3f","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F","Plxna3","plexin A3","","HPMR","","","","","SEMA3F","PLXNA3","","known","literature supported"
"Sema3g_Nrp2","Sema3g","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G","Nrp2","neuropilin 2","","","","","STRING.binding","","","NRP2","19887479","novel","literature supported"
"Sema4a_Plxnd1","Sema4a","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A","Plxnd1","plexin D1","","","","HPRD","STRING.binding","","SEMA4A","PLXND1","","novel","literature supported"
"Sema4b_Dcbld2","Sema4b","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B","Dcbld2","discoidin, CUB and LCCL domain containing 2","","","","","","","","","17213806","novel","literature supported"
"Sema4c_Plxnb2","Sema4c","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C","Plxnb2","plexin B2","","","","","","","","","21122816","novel","literature supported"
"Sema4d_Cd72","Sema4d","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D","Cd72","CD72 molecule","","","","HPRD","STRING.binding","STRING.experiment","SEMA4D","","","novel","literature supported"
"Sema4d_Erbb2","Sema4d","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D","Erbb2","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2","","","","","STRING.binding","","SEMA4D","ERBB2","15210733","novel","literature supported"
"Sema4d_Met","Sema4d","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D","Met","met proto-oncogene","","HPMR","","","STRING.binding","","SEMA4D","MET","","known","literature supported"
"Sema4d_Plxnb1","Sema4d","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D","Plxnb1","plexin B1","","HPMR","","HPRD","STRING.binding","STRING.experiment","SEMA4D","PLXNB1","","known","literature supported"
"Sema4d_Plxnb2","Sema4d","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D","Plxnb2","plexin B2","","HPMR","","","","","SEMA4D","PLXNB2","","known","literature supported"
"Sema4f_Nrp2","Sema4f","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F","Nrp2","neuropilin 2","","","","HPRD","","","SEMA4F","NRP2","","novel","literature supported"
"Sema4g_Plxnb2","Sema4g","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G","Plxnb2","plexin B2","","","","","","","","","21122816","novel","literature supported"
"Sema5a_Met","Sema5a","sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A","Met","met proto-oncogene","","HPMR","","","","","SEMA5A","MET","","known","literature supported"
"Sema5a_Plxnb3","Sema5a","sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A","Plxnb3","plexin B3","","HPMR","","","STRING.binding","","SEMA5A","PLXNB3","","known","literature supported"
"Sema6a_Plxna2","Sema6a","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A","Plxna2","plexin A2","","","","","STRING.binding","","SEMA6A","PLXNA2","18327254","novel","literature supported"
"Sema6a_Plxna4","Sema6a","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A","Plxna4","plexin A4","","","","","STRING.binding","","SEMA6A","PLXNA4","20606624","novel","literature supported"
"Sema6d_Kdr","Sema6d","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D","Kdr","kinase insert domain receptor (a type III receptor tyrosine kinase)","","HPMR","","","","","SEMA6D","KDR","","known","literature supported"
"Sema6d_Plxna1","Sema6d","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D","Plxna1","plexin A1","","HPMR","","HPRD","STRING.binding","","SEMA6D","PLXNA1","","known","literature supported"
"Sema6d_Trem2","Sema6d","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D","Trem2","triggering receptor expressed on myeloid cells 2","","","","","STRING.binding","","SEMA6D","TREM2","16715077","novel","literature supported"
"Sema6d_Tyrobp","Sema6d","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D","Tyrobp","TYRO protein tyrosine kinase binding protein","","","","","","","","","16715077","novel","literature supported"
"Sema7a_Itga1","Sema7a","semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)","Itga1","integrin, alpha 1","","","","","STRING.binding","","SEMA7A","ITGA1","7377534","novel","literature supported"
"Sema7a_Itgb1","Sema7a","semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)","Itgb1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","","","","","STRING.binding","","SEMA7A","ITGB1","7377534","novel","literature supported"
"Sema7a_Plxnc1","Sema7a","semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)","Plxnc1","plexin C1","","HPMR","","HPRD","STRING.binding","STRING.experiment","SEMA7A","PLXNC1","","known","literature supported"
"Serpina1d_Lrp1","Serpina1d","serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1","Lrp1","low density lipoprotein receptor-related protein 1","","HPMR","","HPRD","","","SERPINA1","LRP1","","known","literature supported"
"Serpina7_Slc16a2","Serpina7","serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7","Slc16a2","solute carrier family 16, member 2 (thyroid hormone transporter)","","","","HPRD","","","","","","novel","literature supported"
"Serpinc1_Gpc1","Serpinc1","serpin peptidase inhibitor, clade C (antithrombin), member 1","Gpc1","glypican 1","","","","","STRING.binding","","SERPINC1","GPC1","","novel","putative"
"Serpinc1_Lrp1","Serpinc1","serpin peptidase inhibitor, clade C (antithrombin), member 1","Lrp1","low density lipoprotein receptor-related protein 1","","HPMR","","","","","SERPINC1","LRP1","","known","literature supported"
"Serpinc1_Sdc2","Serpinc1","serpin peptidase inhibitor, clade C (antithrombin), member 1","Sdc2","syndecan 2","","","","HPRD","","","SERPINC1","SDC2","","novel","literature supported"
"Serpine1_Itgav","Serpine1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1","Itgav","integrin, alpha V","","","","","STRING.binding","","SERPINE1","ITGAV","","novel","putative"
"Serpine1_Itgb5","Serpine1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1","Itgb5","integrin, beta 5","","","","","STRING.binding","","SERPINE1","ITGB5","","novel","putative"
"Serpine1_Lrp1","Serpine1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1","Lrp1","low density lipoprotein receptor-related protein 1","","HPMR","","HPRD","","","SERPINE1","LRP1","","known","literature supported"
"Serpine1_Lrp2","Serpine1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1","Lrp2","low density lipoprotein receptor-related protein 2","","","","HPRD","","","SERPINE1","LRP2","","novel","literature supported"
"Serpine1_Plaur","Serpine1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1","Plaur","plasminogen activator, urokinase receptor","","","","","STRING.binding","","SERPINE1","PLAUR","","novel","putative"
"Serpine2_Lrp1","Serpine2","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2","Lrp1","low density lipoprotein receptor-related protein 1","","HPMR","","","","","SERPINE2","LRP1","","known","literature supported"
"Serping1_Lrp1","Serping1","serpin peptidase inhibitor, clade G (C1 inhibitor), member 1","Lrp1","low density lipoprotein receptor-related protein 1","","HPMR","","","","","SERPING1","LRP1","","known","literature supported"
"Serping1_Sele","Serping1","serpin peptidase inhibitor, clade G (C1 inhibitor), member 1","Sele","selectin E","","","","HPRD","","","SERPING1","SELE","","novel","literature supported"
"Serping1_Selp","Serping1","serpin peptidase inhibitor, clade G (C1 inhibitor), member 1","Selp","selectin P (granule membrane protein 140kDa, antigen CD62)","","","","HPRD","","","SERPING1","SELP","","novel","literature supported"
"Sfrp1_Fzd2","Sfrp1","secreted frizzled-related protein 1","Fzd2","frizzled class receptor 2","","","","","STRING.binding","","","FZD2","6172602","novel","literature supported"
"Sfrp1_Fzd6","Sfrp1","secreted frizzled-related protein 1","Fzd6","frizzled class receptor 6","","","","HPRD","","","","FZD6","","novel","literature supported"
"Sftpa1_Tlr2","Sftpa1","surfactant protein A1","Tlr2","toll-like receptor 2","","","","HPRD","","","SFTPA1","TLR2","","novel","literature supported"
"Sftpa1_Cd93","Sftpa1","surfactant protein A2","Cd93","CD93 molecule","","","","HPRD","","","","CD93","","novel","literature supported"
"Sftpd_Ly96","Sftpd","surfactant protein D","Ly96","lymphocyte antigen 96","","","","","STRING.binding","","","LY96","","novel","putative"
"Sftpd_Tlr4","Sftpd","surfactant protein D","Tlr4","toll-like receptor 4","","","","","STRING.binding","","","TLR4","","novel","putative"
"Shank1_Abca1","Shank1","SH3 and multiple ankyrin repeat domains 1","Abca1","ATP-binding cassette, sub-family A (ABC1), member 1","","","","HPRD","","","SHANK1","","","novel","literature supported"
"Shank1_BAI2","Shank1","SH3 and multiple ankyrin repeat domains 1","BAI2","brain-specific angiogenesis inhibitor 2","","","","HPRD","","","SHANK1","BAI2","","novel","literature supported"
"Shank1_LPHN1","Shank1","SH3 and multiple ankyrin repeat domains 1","LPHN1","latrophilin 1","","HPMR","","HPRD","","","SHANK1","LPHN1","","known","literature supported"
"Shank1_LPHN2","Shank1","SH3 and multiple ankyrin repeat domains 1","LPHN2","latrophilin 2","","","","HPRD","","","SHANK1","LPHN2","","novel","literature supported"
"Shank1_Sstr2","Shank1","SH3 and multiple ankyrin repeat domains 1","Sstr2","somatostatin receptor 2","","","","HPRD","STRING.binding","STRING.experiment","SHANK1","SSTR2","","novel","literature supported"
"Shbg_Cd177","Shbg","sex hormone-binding globulin","Cd177","CD177 molecule","","","","HPRD","","","","","","novel","literature supported"
"Shbg_Cldn4","Shbg","sex hormone-binding globulin","Cldn4","claudin 4","","","","HPRD","","","","","","novel","literature supported"
"Shbg_Slc37a1","Shbg","sex hormone-binding globulin","Slc37a1","solute carrier family 37 (glucose-6-phosphate transporter), member 1","","","","HPRD","","","","","","novel","literature supported"
"Shh_Boc","Shh","sonic hedgehog","Boc","BOC cell adhesion associated, oncogene regulated","","HPMR","","","STRING.binding","","SHH","BOC","","known","literature supported"
"Shh_Cdon","Shh","sonic hedgehog","Cdon","cell adhesion associated, oncogene regulated","","HPMR","","","STRING.binding","","SHH","CDON","","known","literature supported"
"Shh_Gpc5","Shh","sonic hedgehog","Gpc5","glypican 5","","","","","STRING.binding","","SHH","","21339334","novel","literature supported"
"Shh_Hhip","Shh","sonic hedgehog","Hhip","hedgehog interacting protein","","HPMR","","HPRD","STRING.binding","STRING.experiment","SHH","HHIP","","known","literature supported"
"Shh_Lrp2","Shh","sonic hedgehog","Lrp2","low density lipoprotein receptor-related protein 2","","","","","STRING.binding","","SHH","LRP2","22340494","novel","literature supported"
"Shh_Ptch1","Shh","sonic hedgehog","Ptch1","patched 1","","HPMR","","HPRD","STRING.binding","","SHH","PTCH","","known","literature supported"
"Shh_Ptch2","Shh","sonic hedgehog","Ptch2","patched 2","","","","HPRD","STRING.binding","","SHH","PTCH2","","novel","literature supported"
"Shh_Smo","Shh","sonic hedgehog","Smo","smoothened, frizzled class receptor","","HPMR","","","STRING.binding","","SHH","SMO","","known","literature supported"
"Slit1_Gpc1","Slit1","slit homolog 1 (Drosophila)","Gpc1","glypican 1","","HPMR","","HPRD","","","SLIT1","GPC1","","known","literature supported"
"Slit1_Robo1","Slit1","slit homolog 1 (Drosophila)","Robo1","roundabout, axon guidance receptor, homolog 1 (Drosophila)","","HPMR","","HPRD","","","SLIT1","ROBO1","","known","literature supported"
"Slit1_Sdc1","Slit1","slit homolog 1 (Drosophila)","Sdc1","syndecan 1","","HPMR","","","","","SLIT1","SDC1","","known","literature supported"
"Slit2_Dcc","Slit2","slit homolog 2 (Drosophila)","Dcc","deleted in colorectal carcinoma","","","","","STRING.binding","","SLIT2","DCC","","novel","putative"
"Slit2_Gpc1","Slit2","slit homolog 2 (Drosophila)","Gpc1","glypican 1","","HPMR","","HPRD","STRING.binding","STRING.experiment","SLIT2","GPC1","","known","literature supported"
"Slit2_Robo1","Slit2","slit homolog 2 (Drosophila)","Robo1","roundabout, axon guidance receptor, homolog 1 (Drosophila)","","HPMR","","HPRD","","","SLIT2","ROBO1","","known","literature supported"
"Slit2_Robo2","Slit2","slit homolog 2 (Drosophila)","Robo2","roundabout, axon guidance receptor, homolog 2 (Drosophila)","","HPMR","","HPRD","","","SLIT2","ROBO2","","known","literature supported"
"Slit2_Robo4","Slit2","slit homolog 2 (Drosophila)","Robo4","roundabout, axon guidance receptor, homolog 4 (Drosophila)","","HPMR","","","","","SLIT2","ROBO4","","known","literature supported"
"Slit2_Sdc1","Slit2","slit homolog 2 (Drosophila)","Sdc1","syndecan 1","","HPMR","","","","","SLIT2","SDC1","","known","literature supported"
"Slit3_Robo2","Slit3","slit homolog 3 (Drosophila)","Robo2","roundabout, axon guidance receptor, homolog 2 (Drosophila)","","","","HPRD","","","SLIT3","ROBO2","","novel","literature supported"
"Slpi_Cd4","Slpi","secretory leukocyte peptidase inhibitor","Cd4","CD4 molecule","","","","","STRING.binding","","","","","novel","putative"
"Sorbs1_Insr","Sorbs1","sorbin and SH3 domain containing 1","Insr","insulin receptor","","","","HPRD","","","SORBS1","INSR","","novel","literature supported"
"Sorbs1_Itga1","Sorbs1","sorbin and SH3 domain containing 1","Itga1","integrin, alpha 1","","","","","STRING.binding","","SORBS1","ITGA1","","novel","putative"
"Sorbs1_Itgb5","Sorbs1","sorbin and SH3 domain containing 1","Itgb5","integrin, beta 5","","","","","STRING.binding","","SORBS1","ITGB5","","novel","putative"
"Sost_Lrp5","Sost","sclerostin","Lrp5","low density lipoprotein receptor-related protein 5","","HPMR","","","STRING.binding","","SOST","LRP5","","known","literature supported"
"Sost_Lrp6","Sost","sclerostin","Lrp6","low density lipoprotein receptor-related protein 6","","HPMR","","","","","SOST","LRP6","","known","literature supported"
"Spink1_Egfr","Spink1","serine peptidase inhibitor, Kazal type 1","Egfr","epidermal growth factor receptor","","","","","STRING.binding","","","EGFR","21368222","novel","literature supported"
"Spink1_Nrsn1","Spink1","serine peptidase inhibitor, Kazal type 1","Nrsn1","neurensin 1","","","","HPRD","","","","","","novel","literature supported"
"Spint1_St14","Spint1","serine peptidase inhibitor, Kunitz type 1","St14","suppression of tumorigenicity 14 (colon carcinoma)","","","","HPRD","STRING.binding","","","","","novel","literature supported"
"Spon2_Gm49368","Spon2","spondin 2, extracellular matrix protein","Gm49368","integrin, alpha M (complement component 3 receptor 3 subunit)","","","","","STRING.binding","","","ITGAM","","novel","putative"
"Spon2_Itgb2l","Spon2","spondin 2, extracellular matrix protein","Itgb2l","integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)","","","","","STRING.binding","","","ITGB2","","novel","putative"
"Spp1_Cd44","Spp1","secreted phosphoprotein 1","Cd44","CD44 molecule (Indian blood group)","","HPMR","","HPRD","STRING.binding","","SPP1","CD44","","known","literature supported"
"Spp1_Itga4","Spp1","secreted phosphoprotein 1","Itga4","integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)","","","","","","","","","19417209","novel","literature supported"
"Spp1_Itga5","Spp1","secreted phosphoprotein 1","Itga5","integrin, alpha 5 (fibronectin receptor, alpha polypeptide)","","","","HPRD","","","SPP1","ITGA5","","novel","literature supported"
"Spp1_Itga9","Spp1","secreted phosphoprotein 1","Itga9","integrin, alpha 9","","","","HPRD","","","SPP1","ITGA9","","novel","literature supported"
"Spp1_Itgav","Spp1","secreted phosphoprotein 1","Itgav","integrin, alpha V","","HPMR","","HPRD","","","SPP1","ITGAV","","known","literature supported"
"Spp1_Itgb1","Spp1","secreted phosphoprotein 1","Itgb1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","","","","HPRD","","","SPP1","ITGB1","","novel","literature supported"
"Spp1_S1pr1","Spp1","secreted phosphoprotein 1","S1pr1","sphingosine-1-phosphate receptor 1","","","","","","","","","9488656","novel","literature supported"
